reviewer,relevant,title,original_authors,url,extracted_author,affiliations,country
DW,False,A User-centered Security Evaluation of Copilot,"Asare, Owura, Nagappan, Meiyappan, Asokan, N.",https://doi.org/10.1145/3597503.3639154,Meiyappan Nagappan,"University of Waterloo, Waterloo, Ontario, Canada",Canada
DW,False,A User-centered Security Evaluation of Copilot,"Asare, Owura, Nagappan, Meiyappan, Asokan, N.",https://doi.org/10.1145/3597503.3639154,N. Asokan,"University of Waterloo, Waterloo, Ontario, Canada",Canada
,False,A Framework For Inferring Properties of User-Defined Functions,"Liu, Xinyu, Arulraj, Joy, Orso, Alessandro",https://doi.org/10.1145/3597503.3639147,Xinyu Liu,"Georgia Institute of Technology, Atlanta, Georgia, USA",United States
,False,A Framework For Inferring Properties of User-Defined Functions,"Liu, Xinyu, Arulraj, Joy, Orso, Alessandro",https://doi.org/10.1145/3597503.3639147,Joy Arulraj,"Georgia Institute of Technology, Atlanta, Georgia, USA",United States
,False,A Framework For Inferring Properties of User-Defined Functions,"Liu, Xinyu, Arulraj, Joy, Orso, Alessandro",https://doi.org/10.1145/3597503.3639147,Alessandro Orso,"Georgia Institute of Technology, Atlanta, Georgia, USA",United States
,False,A Theory of Scientific Programming Efficacy,"Pertseva, Elizaveta, Chang, Melinda, Zaman, Ulia, Coblenz, Michael",https://doi.org/10.1145/3597503.3639139,Elizaveta Pertseva,"Computer Science, Stanford University, Stanford, California, USA",United States
,False,A Theory of Scientific Programming Efficacy,"Pertseva, Elizaveta, Chang, Melinda, Zaman, Ulia, Coblenz, Michael",https://doi.org/10.1145/3597503.3639139,Melinda Chang,"Canyon Crest Academy, San Diego, California, USA",United States
,False,A Theory of Scientific Programming Efficacy,"Pertseva, Elizaveta, Chang, Melinda, Zaman, Ulia, Coblenz, Michael",https://doi.org/10.1145/3597503.3639139,Ulia Zaman,"University of California, Irvine, Irvine, California, USA",United States
,False,A Theory of Scientific Programming Efficacy,"Pertseva, Elizaveta, Chang, Melinda, Zaman, Ulia, Coblenz, Michael",https://doi.org/10.1145/3597503.3639139,Michael Coblenz,"Computer Science &amp; Engineering, University of California, San Diego, San Diego, California, USA",United States
,False,Efficiently Trimming the Fat: Streamlining Software Dependencies with Java Reflection and Dependency Analysis,"Song, Xiaohu, Wang, Ying, Cheng, Xiao, Liang, Guangtai, Wang, Qianxiang, Zhu, Zhiliang",https://doi.org/10.1145/3597503.3639123,Xiaohu Song,"Northeastern University, Shenyang, China",China
,False,Efficiently Trimming the Fat: Streamlining Software Dependencies with Java Reflection and Dependency Analysis,"Song, Xiaohu, Wang, Ying, Cheng, Xiao, Liang, Guangtai, Wang, Qianxiang, Zhu, Zhiliang",https://doi.org/10.1145/3597503.3639123,Ying Wang,"Northeastern University, Shenyang, China",China
,False,Efficiently Trimming the Fat: Streamlining Software Dependencies with Java Reflection and Dependency Analysis,"Song, Xiaohu, Wang, Ying, Cheng, Xiao, Liang, Guangtai, Wang, Qianxiang, Zhu, Zhiliang",https://doi.org/10.1145/3597503.3639123,Xiao Cheng,"Huawei Cloud Computing Technologies Co., Ltd., Shenzhen, China",China
,False,Efficiently Trimming the Fat: Streamlining Software Dependencies with Java Reflection and Dependency Analysis,"Song, Xiaohu, Wang, Ying, Cheng, Xiao, Liang, Guangtai, Wang, Qianxiang, Zhu, Zhiliang",https://doi.org/10.1145/3597503.3639123,Guangtai Liang,"Huawei Cloud Computing Technologies Co., Ltd., Shenzhen, China",China
,False,Efficiently Trimming the Fat: Streamlining Software Dependencies with Java Reflection and Dependency Analysis,"Song, Xiaohu, Wang, Ying, Cheng, Xiao, Liang, Guangtai, Wang, Qianxiang, Zhu, Zhiliang",https://doi.org/10.1145/3597503.3639123,Qianxiang Wang,"Huawei Cloud Computing Technologies Co., Ltd., Shenzhen, China",China
,False,Efficiently Trimming the Fat: Streamlining Software Dependencies with Java Reflection and Dependency Analysis,"Song, Xiaohu, Wang, Ying, Cheng, Xiao, Liang, Guangtai, Wang, Qianxiang, Zhu, Zhiliang",https://doi.org/10.1145/3597503.3639123,Zhiliang Zhu,"Northeastern University, Shenyang, China",China
DW,True,VGX: Large-Scale Sample Generation for Boosting Learning-Based Software Vulnerability Analyses,"Nong, Yu, Fang, Richard, Yi, Guangbei, Zhao, Kunsong, Luo, Xiapu, Chen, Feng, Cai, Haipeng",https://doi.org/10.1145/3597503.3639116,Yu Nong,"Washington State University, Pullman, Washington, USA",United States
DW,True,VGX: Large-Scale Sample Generation for Boosting Learning-Based Software Vulnerability Analyses,"Nong, Yu, Fang, Richard, Yi, Guangbei, Zhao, Kunsong, Luo, Xiapu, Chen, Feng, Cai, Haipeng",https://doi.org/10.1145/3597503.3639116,Richard Fang,"Washington State University, Pullman, Washington, USA",United States
DW,True,VGX: Large-Scale Sample Generation for Boosting Learning-Based Software Vulnerability Analyses,"Nong, Yu, Fang, Richard, Yi, Guangbei, Zhao, Kunsong, Luo, Xiapu, Chen, Feng, Cai, Haipeng",https://doi.org/10.1145/3597503.3639116,Guangbei Yi,"Washington State University, Pullman, Washington, USA",United States
DW,True,VGX: Large-Scale Sample Generation for Boosting Learning-Based Software Vulnerability Analyses,"Nong, Yu, Fang, Richard, Yi, Guangbei, Zhao, Kunsong, Luo, Xiapu, Chen, Feng, Cai, Haipeng",https://doi.org/10.1145/3597503.3639116,Kunsong Zhao,"The Hong Kong Polytechnic University, Hong Kong, China",China
DW,True,VGX: Large-Scale Sample Generation for Boosting Learning-Based Software Vulnerability Analyses,"Nong, Yu, Fang, Richard, Yi, Guangbei, Zhao, Kunsong, Luo, Xiapu, Chen, Feng, Cai, Haipeng",https://doi.org/10.1145/3597503.3639116,Xiapu Luo,"The Hong Kong Polytechnic University, Hong Kong, China",China
DW,True,VGX: Large-Scale Sample Generation for Boosting Learning-Based Software Vulnerability Analyses,"Nong, Yu, Fang, Richard, Yi, Guangbei, Zhao, Kunsong, Luo, Xiapu, Chen, Feng, Cai, Haipeng",https://doi.org/10.1145/3597503.3639116,Feng Chen,"The University of Texas at Dallas, Dallas, Texas, USA",United States
DW,True,VGX: Large-Scale Sample Generation for Boosting Learning-Based Software Vulnerability Analyses,"Nong, Yu, Fang, Richard, Yi, Guangbei, Zhao, Kunsong, Luo, Xiapu, Chen, Feng, Cai, Haipeng",https://doi.org/10.1145/3597503.3639116,Haipeng Cai,"Washington State University, Pullman, Washington, USA",United States
,False,Mozi: Discovering DBMS Bugs via Configuration-Based Equivalent Transformation,"Liang, Jie, Wu, Zhiyong, Fu, Jingzhou, Wang, Mingzhe, Sun, Chengnian, Jiang, Yu",https://doi.org/10.1145/3597503.3639112,Jie Liang,"Tsinghua University, Beijing, China",China
,False,Mozi: Discovering DBMS Bugs via Configuration-Based Equivalent Transformation,"Liang, Jie, Wu, Zhiyong, Fu, Jingzhou, Wang, Mingzhe, Sun, Chengnian, Jiang, Yu",https://doi.org/10.1145/3597503.3639112,Zhiyong Wu,"Tsinghua University, Beijing, China",China
,False,Mozi: Discovering DBMS Bugs via Configuration-Based Equivalent Transformation,"Liang, Jie, Wu, Zhiyong, Fu, Jingzhou, Wang, Mingzhe, Sun, Chengnian, Jiang, Yu",https://doi.org/10.1145/3597503.3639112,Jingzhou Fu,"Tsinghua University, Beijing, China",China
,False,Mozi: Discovering DBMS Bugs via Configuration-Based Equivalent Transformation,"Liang, Jie, Wu, Zhiyong, Fu, Jingzhou, Wang, Mingzhe, Sun, Chengnian, Jiang, Yu",https://doi.org/10.1145/3597503.3639112,Mingzhe Wang,"Tsinghua University, Beijing, China",China
,False,Mozi: Discovering DBMS Bugs via Configuration-Based Equivalent Transformation,"Liang, Jie, Wu, Zhiyong, Fu, Jingzhou, Wang, Mingzhe, Sun, Chengnian, Jiang, Yu",https://doi.org/10.1145/3597503.3639112,Chengnian Sun,"University of Waterloo, Waterloo, Ontario, Canada",Canada
,False,Mozi: Discovering DBMS Bugs via Configuration-Based Equivalent Transformation,"Liang, Jie, Wu, Zhiyong, Fu, Jingzhou, Wang, Mingzhe, Sun, Chengnian, Jiang, Yu",https://doi.org/10.1145/3597503.3639112,Yu Jiang,"Tsinghua University, Beijing, China",China
DW,True,Comprehensive Semantic Repair of Obsolete GUI Test Scripts for Mobile Applications,"Cao, Shaoheng, Pan, Minxue, Pei, Yu, Yang, Wenhua, Zhang, Tian, Wang, Linzhang, Li, Xuandong",https://doi.org/10.1145/3597503.3639108,Shaoheng Cao,"Nanjing University, Nanjing, China",China
DW,True,Comprehensive Semantic Repair of Obsolete GUI Test Scripts for Mobile Applications,"Cao, Shaoheng, Pan, Minxue, Pei, Yu, Yang, Wenhua, Zhang, Tian, Wang, Linzhang, Li, Xuandong",https://doi.org/10.1145/3597503.3639108,Minxue Pan,"Nanjing University, Nanjing, China",China
DW,True,Comprehensive Semantic Repair of Obsolete GUI Test Scripts for Mobile Applications,"Cao, Shaoheng, Pan, Minxue, Pei, Yu, Yang, Wenhua, Zhang, Tian, Wang, Linzhang, Li, Xuandong",https://doi.org/10.1145/3597503.3639108,Yu Pei,"The Hong Kong Polytechnic University, Hong Kong, China",China
DW,True,Comprehensive Semantic Repair of Obsolete GUI Test Scripts for Mobile Applications,"Cao, Shaoheng, Pan, Minxue, Pei, Yu, Yang, Wenhua, Zhang, Tian, Wang, Linzhang, Li, Xuandong",https://doi.org/10.1145/3597503.3639108,Wenhua Yang,"Nanjing University of Aeronautics and Astronautics, Nanjing, China",China
DW,True,Comprehensive Semantic Repair of Obsolete GUI Test Scripts for Mobile Applications,"Cao, Shaoheng, Pan, Minxue, Pei, Yu, Yang, Wenhua, Zhang, Tian, Wang, Linzhang, Li, Xuandong",https://doi.org/10.1145/3597503.3639108,Tian Zhang,"Nanjing University, Nanjing, China",China
DW,True,Comprehensive Semantic Repair of Obsolete GUI Test Scripts for Mobile Applications,"Cao, Shaoheng, Pan, Minxue, Pei, Yu, Yang, Wenhua, Zhang, Tian, Wang, Linzhang, Li, Xuandong",https://doi.org/10.1145/3597503.3639108,Linzhang Wang,"Nanjing University, Nanjing, China",China
DW,True,Comprehensive Semantic Repair of Obsolete GUI Test Scripts for Mobile Applications,"Cao, Shaoheng, Pan, Minxue, Pei, Yu, Yang, Wenhua, Zhang, Tian, Wang, Linzhang, Li, Xuandong",https://doi.org/10.1145/3597503.3639108,Xuandong Li,"Nanjing University, Nanjing, China",China
,False,Deep Combination of CDCL(T) and Local Search for Satisfiability Modulo Non-Linear Integer Arithmetic Theory,"Zhang, Xindi, Li, Bohan, Cai, Shaowei",https://doi.org/10.1145/3597503.3639105,Xindi Zhang,"Institute of Software Chinese Academy of Science, Beijing, China",China
,False,Deep Combination of CDCL(T) and Local Search for Satisfiability Modulo Non-Linear Integer Arithmetic Theory,"Zhang, Xindi, Li, Bohan, Cai, Shaowei",https://doi.org/10.1145/3597503.3639105,Bohan Li,"Institute of Software Chinese Academy of Science, Beijing, China",China
,False,Deep Combination of CDCL(T) and Local Search for Satisfiability Modulo Non-Linear Integer Arithmetic Theory,"Zhang, Xindi, Li, Bohan, Cai, Shaowei",https://doi.org/10.1145/3597503.3639105,Shaowei Cai,"Institute of Software Chinese Academy of Science, Beijing, China",China
,False,ReClues: Representing and indexing failures in parallel debugging with program variables,"Song, Yi, Zhang, Xihao, Xie, Xiaoyuan, Liu, Quanming, Gao, Ruizhi, Xing, Chenliang",https://doi.org/10.1145/3597503.3639098,Yi Song,"Wuhan University, Wuhan, China",China
,False,ReClues: Representing and indexing failures in parallel debugging with program variables,"Song, Yi, Zhang, Xihao, Xie, Xiaoyuan, Liu, Quanming, Gao, Ruizhi, Xing, Chenliang",https://doi.org/10.1145/3597503.3639098,Xihao Zhang,"Wuhan University, Wuhan, China",China
,False,ReClues: Representing and indexing failures in parallel debugging with program variables,"Song, Yi, Zhang, Xihao, Xie, Xiaoyuan, Liu, Quanming, Gao, Ruizhi, Xing, Chenliang",https://doi.org/10.1145/3597503.3639098,Xiaoyuan Xie,"Wuhan University, Wuhan, China",China
,False,ReClues: Representing and indexing failures in parallel debugging with program variables,"Song, Yi, Zhang, Xihao, Xie, Xiaoyuan, Liu, Quanming, Gao, Ruizhi, Xing, Chenliang",https://doi.org/10.1145/3597503.3639098,Quanming Liu,"Wuhan University, Wuhan, China",China
,False,ReClues: Representing and indexing failures in parallel debugging with program variables,"Song, Yi, Zhang, Xihao, Xie, Xiaoyuan, Liu, Quanming, Gao, Ruizhi, Xing, Chenliang",https://doi.org/10.1145/3597503.3639098,Ruizhi Gao,"Sonos Inc., Santa Barbara, California, USA",United States
,False,ReClues: Representing and indexing failures in parallel debugging with program variables,"Song, Yi, Zhang, Xihao, Xie, Xiaoyuan, Liu, Quanming, Gao, Ruizhi, Xing, Chenliang",https://doi.org/10.1145/3597503.3639098,Chenliang Xing,"Wuhan University, Wuhan, China",China
,False,Causal Relationships and Programming Outcomes: A Transcranial Magnetic Stimulation Experiment,"Ahmad, Hammad, Endres, Madeline, Newman, Kaia, Santiesteban, Priscila, Shedden, Emma, Weimer, Westley",https://doi.org/10.1145/3597503.3639096,Hammad Ahmad,"University of Michigan, Ann Arbor, Michigan, USA",United States
,False,Causal Relationships and Programming Outcomes: A Transcranial Magnetic Stimulation Experiment,"Ahmad, Hammad, Endres, Madeline, Newman, Kaia, Santiesteban, Priscila, Shedden, Emma, Weimer, Westley",https://doi.org/10.1145/3597503.3639096,Madeline Endres,"University of Michigan, Ann Arbor, Michigan, USA",United States
,False,Causal Relationships and Programming Outcomes: A Transcranial Magnetic Stimulation Experiment,"Ahmad, Hammad, Endres, Madeline, Newman, Kaia, Santiesteban, Priscila, Shedden, Emma, Weimer, Westley",https://doi.org/10.1145/3597503.3639096,Kaia Newman,"University of Michigan, Ann Arbor, Michigan, USA",United States
,False,Causal Relationships and Programming Outcomes: A Transcranial Magnetic Stimulation Experiment,"Ahmad, Hammad, Endres, Madeline, Newman, Kaia, Santiesteban, Priscila, Shedden, Emma, Weimer, Westley",https://doi.org/10.1145/3597503.3639096,Priscila Santiesteban,"University of Michigan, Ann Arbor, Michigan, USA",United States
,False,Causal Relationships and Programming Outcomes: A Transcranial Magnetic Stimulation Experiment,"Ahmad, Hammad, Endres, Madeline, Newman, Kaia, Santiesteban, Priscila, Shedden, Emma, Weimer, Westley",https://doi.org/10.1145/3597503.3639096,Emma Shedden,"University of Michigan, Ann Arbor, Michigan, USA",United States
,False,Causal Relationships and Programming Outcomes: A Transcranial Magnetic Stimulation Experiment,"Ahmad, Hammad, Endres, Madeline, Newman, Kaia, Santiesteban, Priscila, Shedden, Emma, Weimer, Westley",https://doi.org/10.1145/3597503.3639096,Westley Weimer,"University of Michigan, Ann Arbor, Michigan, USA",United States
,False,SpecBCFuzz: Fuzzing LTL Solvers with Boundary Conditions,"Carvalho, Luiz, Degiovanni, Renzo, Cordy, Maxime, Aguirre, Nazareno, Le Traon, Yves, Papadakis, Mike",https://doi.org/10.1145/3597503.3639087,Luiz Carvalho,"SnT, University of Luxembourg, Luxembourg, Luxembourg",Luxembourg
,False,SpecBCFuzz: Fuzzing LTL Solvers with Boundary Conditions,"Carvalho, Luiz, Degiovanni, Renzo, Cordy, Maxime, Aguirre, Nazareno, Le Traon, Yves, Papadakis, Mike",https://doi.org/10.1145/3597503.3639087,Renzo Degiovanni,"SnT, University of Luxembourg, Luxembourg, Luxembourg",Luxembourg
,False,SpecBCFuzz: Fuzzing LTL Solvers with Boundary Conditions,"Carvalho, Luiz, Degiovanni, Renzo, Cordy, Maxime, Aguirre, Nazareno, Le Traon, Yves, Papadakis, Mike",https://doi.org/10.1145/3597503.3639087,Maxime Cordy,"SnT, University of Luxembourg, Luxembourg, Luxembourg",Luxembourg
,False,SpecBCFuzz: Fuzzing LTL Solvers with Boundary Conditions,"Carvalho, Luiz, Degiovanni, Renzo, Cordy, Maxime, Aguirre, Nazareno, Le Traon, Yves, Papadakis, Mike",https://doi.org/10.1145/3597503.3639087,Nazareno Aguirre,"University of Rio Cuarto, Rio Cuarto, Argentina",Argentina
,False,SpecBCFuzz: Fuzzing LTL Solvers with Boundary Conditions,"Carvalho, Luiz, Degiovanni, Renzo, Cordy, Maxime, Aguirre, Nazareno, Le Traon, Yves, Papadakis, Mike",https://doi.org/10.1145/3597503.3639087,Yves Le Traon,"University of Luxembourg, Luxembourg, Luxembourg",Luxembourg
,False,SpecBCFuzz: Fuzzing LTL Solvers with Boundary Conditions,"Carvalho, Luiz, Degiovanni, Renzo, Cordy, Maxime, Aguirre, Nazareno, Le Traon, Yves, Papadakis, Mike",https://doi.org/10.1145/3597503.3639087,Mike Papadakis,"University of Luxembourg, Luxembourg, Luxembourg",Luxembourg
,False,Hypertesting of Programs: Theoretical Foundation and Automated Test Generation,"Pasqua, Michele, Ceccato, Mariano, Tonella, Paolo",https://doi.org/10.1145/3597503.3640323,Michele Pasqua,"Dept. of Computer Science, University of Verona, Verona, Italy",Italy
,False,Hypertesting of Programs: Theoretical Foundation and Automated Test Generation,"Pasqua, Michele, Ceccato, Mariano, Tonella, Paolo",https://doi.org/10.1145/3597503.3640323,Mariano Ceccato,"Dept. of Computer Science, University of Verona, Verona, Italy",Italy
,False,Hypertesting of Programs: Theoretical Foundation and Automated Test Generation,"Pasqua, Michele, Ceccato, Mariano, Tonella, Paolo",https://doi.org/10.1145/3597503.3640323,Paolo Tonella,"Software Institute, Università della Svizzera italiana, Lugano, Switzerland",Switzerland
,False,Combining Structured Static Code Information and Dynamic Symbolic Traces for Software Vulnerability Prediction,"Wang, Huanting, Tang, Zhanyong, Tan, Shin Hwei, Wang, Jie, Liu, Yuzhe, Fang, Hejun, Xia, Chunwei, Wang, Zheng",https://doi.org/10.1145/3597503.3639212,Huanting Wang,"University of Leeds, Leeds, United Kingdom",United Kingdom
,False,Combining Structured Static Code Information and Dynamic Symbolic Traces for Software Vulnerability Prediction,"Wang, Huanting, Tang, Zhanyong, Tan, Shin Hwei, Wang, Jie, Liu, Yuzhe, Fang, Hejun, Xia, Chunwei, Wang, Zheng",https://doi.org/10.1145/3597503.3639212,Zhanyong Tang,"Northwest University, Xi'an, China",China
,False,Combining Structured Static Code Information and Dynamic Symbolic Traces for Software Vulnerability Prediction,"Wang, Huanting, Tang, Zhanyong, Tan, Shin Hwei, Wang, Jie, Liu, Yuzhe, Fang, Hejun, Xia, Chunwei, Wang, Zheng",https://doi.org/10.1145/3597503.3639212,Shin Hwei Tan,"Concordia University, Montreal, Quebec, Canada",Canada
,False,Combining Structured Static Code Information and Dynamic Symbolic Traces for Software Vulnerability Prediction,"Wang, Huanting, Tang, Zhanyong, Tan, Shin Hwei, Wang, Jie, Liu, Yuzhe, Fang, Hejun, Xia, Chunwei, Wang, Zheng",https://doi.org/10.1145/3597503.3639212,Jie Wang,"Northwest University, Xi'an, China",China
,False,Combining Structured Static Code Information and Dynamic Symbolic Traces for Software Vulnerability Prediction,"Wang, Huanting, Tang, Zhanyong, Tan, Shin Hwei, Wang, Jie, Liu, Yuzhe, Fang, Hejun, Xia, Chunwei, Wang, Zheng",https://doi.org/10.1145/3597503.3639212,Yuzhe Liu,"Northwest University, Xi'an, China",China
,False,Combining Structured Static Code Information and Dynamic Symbolic Traces for Software Vulnerability Prediction,"Wang, Huanting, Tang, Zhanyong, Tan, Shin Hwei, Wang, Jie, Liu, Yuzhe, Fang, Hejun, Xia, Chunwei, Wang, Zheng",https://doi.org/10.1145/3597503.3639212,Hejun Fang,"Northwest University, Xi'an, China",China
,False,Combining Structured Static Code Information and Dynamic Symbolic Traces for Software Vulnerability Prediction,"Wang, Huanting, Tang, Zhanyong, Tan, Shin Hwei, Wang, Jie, Liu, Yuzhe, Fang, Hejun, Xia, Chunwei, Wang, Zheng",https://doi.org/10.1145/3597503.3639212,Chunwei Xia,"University of Leeds, Leeds, United Kingdom",United Kingdom
,False,Combining Structured Static Code Information and Dynamic Symbolic Traces for Software Vulnerability Prediction,"Wang, Huanting, Tang, Zhanyong, Tan, Shin Hwei, Wang, Jie, Liu, Yuzhe, Fang, Hejun, Xia, Chunwei, Wang, Zheng",https://doi.org/10.1145/3597503.3639212,Zheng Wang,"University of Leeds, Leeds, United Kingdom",United Kingdom
,False,Finding XPath Bugs in XML Document Processors via Differential Testing,"Li, Shuxin, Rigger, Manuel",https://doi.org/10.1145/3597503.3639208,Shuxin Li,"Southern University of Science and Technology, Shenzhen, China",China
,False,Finding XPath Bugs in XML Document Processors via Differential Testing,"Li, Shuxin, Rigger, Manuel",https://doi.org/10.1145/3597503.3639208,Manuel Rigger,"National University of Singapore, Singapore, China",Singapore
,False,MetaLog: Generalizable Cross-System Anomaly Detection from Logs with Meta-Learning,"Zhang, Chenyangguang, Jia, Tong, Shen, Guopeng, Zhu, Pinyan, Li, Ying",https://doi.org/10.1145/3597503.3639205,Chenyangguang Zhang,"Tsinghua University, Beijing, China",China
,False,MetaLog: Generalizable Cross-System Anomaly Detection from Logs with Meta-Learning,"Zhang, Chenyangguang, Jia, Tong, Shen, Guopeng, Zhu, Pinyan, Li, Ying",https://doi.org/10.1145/3597503.3639205,Tong Jia,"Institute for Artificial Intelligence, Peking University, Beijing, China",China
,False,MetaLog: Generalizable Cross-System Anomaly Detection from Logs with Meta-Learning,"Zhang, Chenyangguang, Jia, Tong, Shen, Guopeng, Zhu, Pinyan, Li, Ying",https://doi.org/10.1145/3597503.3639205,Guopeng Shen,"Linkedsee Technology (China) Limited, Beijing, China",China
,False,MetaLog: Generalizable Cross-System Anomaly Detection from Logs with Meta-Learning,"Zhang, Chenyangguang, Jia, Tong, Shen, Guopeng, Zhu, Pinyan, Li, Ying",https://doi.org/10.1145/3597503.3639205,Pinyan Zhu,"Linkedsee Technology (China) Limited, Beijing, China",China
,False,MetaLog: Generalizable Cross-System Anomaly Detection from Logs with Meta-Learning,"Zhang, Chenyangguang, Jia, Tong, Shen, Guopeng, Zhu, Pinyan, Li, Ying",https://doi.org/10.1145/3597503.3639205,Ying Li,"Peking University, Beijing, China",China
,False,Constraint Based Program Repair for Persistent Memory Bugs,"Huang, Zunchen, Wang, Chao",https://doi.org/10.1145/3597503.3639204,Zunchen Huang,"Department of Computer Science, University of Southern California, Los Angeles, California, USA",United States
,False,Constraint Based Program Repair for Persistent Memory Bugs,"Huang, Zunchen, Wang, Chao",https://doi.org/10.1145/3597503.3639204,Chao Wang,"Department of Computer Science, University of Southern California, Los Angeles, California, USA",United States
DW,True,Where is it? Tracing the Vulnerability-relevant Files from Vulnerability Reports,"Sun, Jiamou, Chen, Jieshan, Xing, Zhenchang, Lu, Qinghua, Xu, Xiwei, Zhu, Liming",https://doi.org/10.1145/3597503.3639202,Jiamou Sun,"CSIRO's Data61, Eveleigh, New South Wales, Australia",Australia
DW,True,Where is it? Tracing the Vulnerability-relevant Files from Vulnerability Reports,"Sun, Jiamou, Chen, Jieshan, Xing, Zhenchang, Lu, Qinghua, Xu, Xiwei, Zhu, Liming",https://doi.org/10.1145/3597503.3639202,Jieshan Chen,"CSIRO's Data61, Eveleigh, New South Wales, Australia",Australia
DW,True,Where is it? Tracing the Vulnerability-relevant Files from Vulnerability Reports,"Sun, Jiamou, Chen, Jieshan, Xing, Zhenchang, Lu, Qinghua, Xu, Xiwei, Zhu, Liming",https://doi.org/10.1145/3597503.3639202,Zhenchang Xing,"CSIRO's Data61, Eveleigh, New South Wales, Australia; Australian National University, Canberra, Australia",Australia
DW,True,Where is it? Tracing the Vulnerability-relevant Files from Vulnerability Reports,"Sun, Jiamou, Chen, Jieshan, Xing, Zhenchang, Lu, Qinghua, Xu, Xiwei, Zhu, Liming",https://doi.org/10.1145/3597503.3639202,Qinghua Lu,"Data61, CSIRO, Eveleigh, New South Wales, Australia",Australia
DW,True,Where is it? Tracing the Vulnerability-relevant Files from Vulnerability Reports,"Sun, Jiamou, Chen, Jieshan, Xing, Zhenchang, Lu, Qinghua, Xu, Xiwei, Zhu, Liming",https://doi.org/10.1145/3597503.3639202,Xiwei Xu,"Data61, CSIRO, Eveleigh, New South Wales, Australia",Australia
DW,True,Where is it? Tracing the Vulnerability-relevant Files from Vulnerability Reports,"Sun, Jiamou, Chen, Jieshan, Xing, Zhenchang, Lu, Qinghua, Xu, Xiwei, Zhu, Liming",https://doi.org/10.1145/3597503.3639202,Liming Zhu,"CSIRO's Data61 &amp; School of CSE, UNSW, Eveleigh, New South Wales, Australia",Australia
,False,Testing Graph Database Systems via Equivalent Query Rewriting,"Mang, Qiuyang, Fang, Aoyang, Yu, Boxi, Chen, Hanfei, He, Pinjia",https://doi.org/10.1145/3597503.3639200,Qiuyang Mang,"School of Data Science, The Chinese University of Hong Kong, Shenzhen, Shenzhen, China",China
,False,Testing Graph Database Systems via Equivalent Query Rewriting,"Mang, Qiuyang, Fang, Aoyang, Yu, Boxi, Chen, Hanfei, He, Pinjia",https://doi.org/10.1145/3597503.3639200,Aoyang Fang,"School of Science and Engineering, The Chinese University of Hong Kong, Shenzhen, Shenzhen, China",China
,False,Testing Graph Database Systems via Equivalent Query Rewriting,"Mang, Qiuyang, Fang, Aoyang, Yu, Boxi, Chen, Hanfei, He, Pinjia",https://doi.org/10.1145/3597503.3639200,Boxi Yu,"School of Data Science, The Chinese University of Hong Kong, Shenzhen, Shenzhen, China; Shenzhen Research Institute of Big Data, Shenzhen, China",China
,False,Testing Graph Database Systems via Equivalent Query Rewriting,"Mang, Qiuyang, Fang, Aoyang, Yu, Boxi, Chen, Hanfei, He, Pinjia",https://doi.org/10.1145/3597503.3639200,Hanfei Chen,"School of Data Science, The Chinese University of Hong Kong, Shenzhen, Shenzhen, China",China
,False,Testing Graph Database Systems via Equivalent Query Rewriting,"Mang, Qiuyang, Fang, Aoyang, Yu, Boxi, Chen, Hanfei, He, Pinjia",https://doi.org/10.1145/3597503.3639200,Pinjia He,"The Chinese University of Hong Kong, Shenzhen, Shenzhen, China; Shenzhen Research Institute of Big Data, Shenzhen, China",China
DW,True,Context-Aware Name Recommendation for Field Renaming,"Dong, Chunhao, Jiang, Yanjie, Niu, Nan, Zhang, Yuxia, Liu, Hui",https://doi.org/10.1145/3597503.3639195,Chunhao Dong,"Beijing Institute of Technology, Beijing, China",China
DW,True,Context-Aware Name Recommendation for Field Renaming,"Dong, Chunhao, Jiang, Yanjie, Niu, Nan, Zhang, Yuxia, Liu, Hui",https://doi.org/10.1145/3597503.3639195,Yanjie Jiang,"Beijing Institute of Technology, Beijing, China",China
DW,True,Context-Aware Name Recommendation for Field Renaming,"Dong, Chunhao, Jiang, Yanjie, Niu, Nan, Zhang, Yuxia, Liu, Hui",https://doi.org/10.1145/3597503.3639195,Nan Niu,"University of Cincinnati, Cincinnati, Ohio, USA",United States
DW,True,Context-Aware Name Recommendation for Field Renaming,"Dong, Chunhao, Jiang, Yanjie, Niu, Nan, Zhang, Yuxia, Liu, Hui",https://doi.org/10.1145/3597503.3639195,Yuxia Zhang,"Beijing Institute of Technology, Beijing, China",China
DW,True,Context-Aware Name Recommendation for Field Renaming,"Dong, Chunhao, Jiang, Yanjie, Niu, Nan, Zhang, Yuxia, Liu, Hui",https://doi.org/10.1145/3597503.3639195,Hui Liu,"Beijing Institute of Technology, Beijing, China",China
,False,Exploring Experiences with Automated Program Repair in Practice,"Meem, Fairuz Nawer, Smith, Justin, Johnson, Brittany",https://doi.org/10.1145/3597503.3639182,Fairuz Nawer Meem,"Computer Science, George Mason University, Fairfax, Virginia, USA",United States
,False,Exploring Experiences with Automated Program Repair in Practice,"Meem, Fairuz Nawer, Smith, Justin, Johnson, Brittany",https://doi.org/10.1145/3597503.3639182,Justin Smith,"Computer Science, Lafayette College, Easton, Pennsylvania, USA",United States
