reviewer,relevant,title,original_authors,url,extracted_author,affiliations
AA,True,Uncovering the Causes of Emotions in Software Developer Communication Using Zero-shot LLMs,"Imran, Mia Mohammad, Chatterjee, Preetha, Damevski, Kostadin",https://doi.org/10.1145/3597503.3639223,Preetha Chatterjee,"Drexel University, Philadelphia, Pennsylvania, USA"
AA,True,Uncovering the Causes of Emotions in Software Developer Communication Using Zero-shot LLMs,"Imran, Mia Mohammad, Chatterjee, Preetha, Damevski, Kostadin",https://doi.org/10.1145/3597503.3639223,Kostadin Damevski,"Virginia Commonwealth University, Richmond, Virginia, USA"
AA,True,An Empirical Study on Noisy Label Learning for Program Understanding,"Wang, Wenhan, Li, Yanzhou, Li, Anran, Zhang, Jian, Ma, Wei, Liu, Yang",https://doi.org/10.1145/3597503.3639217,Wenhan Wang,"Nanyang Technological University, Singapore, Singapore"
AA,True,An Empirical Study on Noisy Label Learning for Program Understanding,"Wang, Wenhan, Li, Yanzhou, Li, Anran, Zhang, Jian, Ma, Wei, Liu, Yang",https://doi.org/10.1145/3597503.3639217,Yanzhou Li,"Nanyang Technological University, Singapore, Singapore"
AA,True,An Empirical Study on Noisy Label Learning for Program Understanding,"Wang, Wenhan, Li, Yanzhou, Li, Anran, Zhang, Jian, Ma, Wei, Liu, Yang",https://doi.org/10.1145/3597503.3639217,Anran Li,"Nanyang Technological University, Singapore, Singapore"
AA,True,An Empirical Study on Noisy Label Learning for Program Understanding,"Wang, Wenhan, Li, Yanzhou, Li, Anran, Zhang, Jian, Ma, Wei, Liu, Yang",https://doi.org/10.1145/3597503.3639217,Jian Zhang,"Nanyang Technological University, Singapore, Singapore"
AA,True,An Empirical Study on Noisy Label Learning for Program Understanding,"Wang, Wenhan, Li, Yanzhou, Li, Anran, Zhang, Jian, Ma, Wei, Liu, Yang",https://doi.org/10.1145/3597503.3639217,Wei Ma,"Nanyang Technological University, Singapore, Singapore"
AA,True,An Empirical Study on Noisy Label Learning for Program Understanding,"Wang, Wenhan, Li, Yanzhou, Li, Anran, Zhang, Jian, Ma, Wei, Liu, Yang",https://doi.org/10.1145/3597503.3639217,Yang Liu,"Nanyang Technological University, Singapore, Singapore"
AA,True,Sedar: Obtaining High-Quality Seeds for DBMS Fuzzing via Cross-DBMS SQL Transfer,"Fu, Jingzhou, Liang, Jie, Wu, Zhiyong, Jiang, Yu",https://doi.org/10.1145/3597503.3639210,Jingzhou Fu,"Tsinghua University, Beijing, China"
AA,True,Sedar: Obtaining High-Quality Seeds for DBMS Fuzzing via Cross-DBMS SQL Transfer,"Fu, Jingzhou, Liang, Jie, Wu, Zhiyong, Jiang, Yu",https://doi.org/10.1145/3597503.3639210,Jie Liang,"Tsinghua University, Beijing, China"
AA,True,Sedar: Obtaining High-Quality Seeds for DBMS Fuzzing via Cross-DBMS SQL Transfer,"Fu, Jingzhou, Liang, Jie, Wu, Zhiyong, Jiang, Yu",https://doi.org/10.1145/3597503.3639210,Zhiyong Wu,"Tsinghua University, Beijing, China"
AA,True,Sedar: Obtaining High-Quality Seeds for DBMS Fuzzing via Cross-DBMS SQL Transfer,"Fu, Jingzhou, Liang, Jie, Wu, Zhiyong, Jiang, Yu",https://doi.org/10.1145/3597503.3639210,Yu Jiang,"Tsinghua University, Beijing, China"
AA,True,Programming Assistant for Exception Handling with CodeBERT,"Cai, Yuchen, Yadavally, Aashish, Mishra, Abhishek, Montejo, Genesis, Nguyen, Tien",https://doi.org/10.1145/3597503.3639188,Yuchen Cai,"Computer Science Department, University of Texas at Dallas, Dallas, Texas, USA"
AA,True,Programming Assistant for Exception Handling with CodeBERT,"Cai, Yuchen, Yadavally, Aashish, Mishra, Abhishek, Montejo, Genesis, Nguyen, Tien",https://doi.org/10.1145/3597503.3639188,Aashish Yadavally,"Computer Science Department, University of Texas at Dallas, Dallas, Texas, USA"
AA,True,Programming Assistant for Exception Handling with CodeBERT,"Cai, Yuchen, Yadavally, Aashish, Mishra, Abhishek, Montejo, Genesis, Nguyen, Tien",https://doi.org/10.1145/3597503.3639188,Abhishek Mishra,"Computer Science Department, University of Texas at Dallas, Dallas, Texas, USA"
AA,True,Programming Assistant for Exception Handling with CodeBERT,"Cai, Yuchen, Yadavally, Aashish, Mishra, Abhishek, Montejo, Genesis, Nguyen, Tien",https://doi.org/10.1145/3597503.3639188,Genesis Montejo,"Computer Science Department, University of Texas at Dallas, Dallas, Texas, USA"
AA,True,Programming Assistant for Exception Handling with CodeBERT,"Cai, Yuchen, Yadavally, Aashish, Mishra, Abhishek, Montejo, Genesis, Nguyen, Tien",https://doi.org/10.1145/3597503.3639188,Tien Nguyen,"Computer Science Department, University of Texas at Dallas, Dallas, Texas, USA"
N/A,False,The Classics Never Go Out of Style: An Empirical Study of Downgrades from the Bazel Build Technology,"Alfadel, Mahmoud, McIntosh, Shane",https://doi.org/10.1145/3597503.3639169,Mahmoud Alfadel,"University of Waterloo, Waterloo, Ontario, Canada"
N/A,False,The Classics Never Go Out of Style: An Empirical Study of Downgrades from the Bazel Build Technology,"Alfadel, Mahmoud, McIntosh, Shane",https://doi.org/10.1145/3597503.3639169,Shane McIntosh,"University of Waterloo, Waterloo, Ontario, Canada"
AA,False,JLeaks: A Featured Resource Leak Repository Collected From Hundreds of Open-Source Java Projects,"Liu, Tianyang, Ji, Weixing, Dong, Xiaohui, Yao, Wuhuang, Wang, Yizhuo, Liu, Hui, Peng, Haiyang, Wang, Yuxuan",https://doi.org/10.1145/3597503.3639162,Tianyang Liu,"Beijing Institute of Technology, Beijing, China"
AA,False,JLeaks: A Featured Resource Leak Repository Collected From Hundreds of Open-Source Java Projects,"Liu, Tianyang, Ji, Weixing, Dong, Xiaohui, Yao, Wuhuang, Wang, Yizhuo, Liu, Hui, Peng, Haiyang, Wang, Yuxuan",https://doi.org/10.1145/3597503.3639162,Weixing Ji,"Beijing Institute of Technology, Beijing, China"
AA,False,JLeaks: A Featured Resource Leak Repository Collected From Hundreds of Open-Source Java Projects,"Liu, Tianyang, Ji, Weixing, Dong, Xiaohui, Yao, Wuhuang, Wang, Yizhuo, Liu, Hui, Peng, Haiyang, Wang, Yuxuan",https://doi.org/10.1145/3597503.3639162,Xiaohui Dong,"Beijing Institute of Technology, Beijing, China"
AA,False,JLeaks: A Featured Resource Leak Repository Collected From Hundreds of Open-Source Java Projects,"Liu, Tianyang, Ji, Weixing, Dong, Xiaohui, Yao, Wuhuang, Wang, Yizhuo, Liu, Hui, Peng, Haiyang, Wang, Yuxuan",https://doi.org/10.1145/3597503.3639162,Wuhuang Yao,"Beijing Institute of Technology, Beijing, China"
AA,False,JLeaks: A Featured Resource Leak Repository Collected From Hundreds of Open-Source Java Projects,"Liu, Tianyang, Ji, Weixing, Dong, Xiaohui, Yao, Wuhuang, Wang, Yizhuo, Liu, Hui, Peng, Haiyang, Wang, Yuxuan",https://doi.org/10.1145/3597503.3639162,Yizhuo Wang,"Beijing Institute of Technology, Beijing, China"
AA,False,JLeaks: A Featured Resource Leak Repository Collected From Hundreds of Open-Source Java Projects,"Liu, Tianyang, Ji, Weixing, Dong, Xiaohui, Yao, Wuhuang, Wang, Yizhuo, Liu, Hui, Peng, Haiyang, Wang, Yuxuan",https://doi.org/10.1145/3597503.3639162,Hui Liu,"Beijing Institute of Technology, Beijing, China"
AA,False,JLeaks: A Featured Resource Leak Repository Collected From Hundreds of Open-Source Java Projects,"Liu, Tianyang, Ji, Weixing, Dong, Xiaohui, Yao, Wuhuang, Wang, Yizhuo, Liu, Hui, Peng, Haiyang, Wang, Yuxuan",https://doi.org/10.1145/3597503.3639162,Haiyang Peng,"Beijing Institute of Technology, Beijing, China"
AA,False,JLeaks: A Featured Resource Leak Repository Collected From Hundreds of Open-Source Java Projects,"Liu, Tianyang, Ji, Weixing, Dong, Xiaohui, Yao, Wuhuang, Wang, Yizhuo, Liu, Hui, Peng, Haiyang, Wang, Yuxuan",https://doi.org/10.1145/3597503.3639162,Yuxuan Wang,"Beijing Institute of Technology, Beijing, China"
AA,False,CSChecker: Revisiting GDPR and CCPA Compliance of Cookie Banners on the Web,"Zhang, Mingxue, Meng, Wei, Zhou, You, Ren, Kui",https://doi.org/10.1145/3597503.3639159,Mingxue Zhang,"The State Key Laboratory of Blockchain and  Data Security, Zhejiang University, Hangzhou, China"
AA,False,CSChecker: Revisiting GDPR and CCPA Compliance of Cookie Banners on the Web,"Zhang, Mingxue, Meng, Wei, Zhou, You, Ren, Kui",https://doi.org/10.1145/3597503.3639159,Wei Meng,"The Chinese University of Hong Kong, Hong Kong, China"
AA,False,CSChecker: Revisiting GDPR and CCPA Compliance of Cookie Banners on the Web,"Zhang, Mingxue, Meng, Wei, Zhou, You, Ren, Kui",https://doi.org/10.1145/3597503.3639159,You Zhou,"The State Key Laboratory of Blockchain and  Data Security, Zhejiang University, Hangzhou, China"
AA,False,CSChecker: Revisiting GDPR and CCPA Compliance of Cookie Banners on the Web,"Zhang, Mingxue, Meng, Wei, Zhou, You, Ren, Kui",https://doi.org/10.1145/3597503.3639159,Kui Ren,"The State Key Laboratory of Blockchain and  Data Security, Zhejiang University, Hangzhou, China"
N/A,False,Uncover the Premeditated Attacks: Detecting Exploitable Reentrancy Vulnerabilities by Identifying Attacker Contracts,"Yang, Shuo, Chen, Jiachi, Huang, Mingyuan, Zheng, Zibin, Huang, Yuan",https://doi.org/10.1145/3597503.3639153,Shuo Yang,"School of Software Engineering, Sun Yat-sen University, Guangzhou, China"
N/A,False,Uncover the Premeditated Attacks: Detecting Exploitable Reentrancy Vulnerabilities by Identifying Attacker Contracts,"Yang, Shuo, Chen, Jiachi, Huang, Mingyuan, Zheng, Zibin, Huang, Yuan",https://doi.org/10.1145/3597503.3639153,Jiachi Chen,"School of Software Engineering, Sun Yat-sen University, Guangzhou, China"
N/A,False,Uncover the Premeditated Attacks: Detecting Exploitable Reentrancy Vulnerabilities by Identifying Attacker Contracts,"Yang, Shuo, Chen, Jiachi, Huang, Mingyuan, Zheng, Zibin, Huang, Yuan",https://doi.org/10.1145/3597503.3639153,Mingyuan Huang,"School of Software Engineering, Sun Yat-sen University, Guangzhou, China"
N/A,False,Uncover the Premeditated Attacks: Detecting Exploitable Reentrancy Vulnerabilities by Identifying Attacker Contracts,"Yang, Shuo, Chen, Jiachi, Huang, Mingyuan, Zheng, Zibin, Huang, Yuan",https://doi.org/10.1145/3597503.3639153,Zibin Zheng,"School of Software Engineering, Sun Yat-sen University, Guangzhou, China"
N/A,False,Uncover the Premeditated Attacks: Detecting Exploitable Reentrancy Vulnerabilities by Identifying Attacker Contracts,"Yang, Shuo, Chen, Jiachi, Huang, Mingyuan, Zheng, Zibin, Huang, Yuan",https://doi.org/10.1145/3597503.3639153,Yuan Huang,"School of Software Engineering, Sun Yat-sen University, Guangzhou, China"
N/A,False,Investigating White-Box Attacks for On-Device Models,"Zhou, Mingyi, Gao, Xiang, Wu, Jing, Liu, Kui, Sun, Hailong, Li, Li",https://doi.org/10.1145/3597503.3639144,Mingyi Zhou,"Faculty of Information Technology, Monash University, Melbourne, VIC, Australia"
N/A,False,Investigating White-Box Attacks for On-Device Models,"Zhou, Mingyi, Gao, Xiang, Wu, Jing, Liu, Kui, Sun, Hailong, Li, Li",https://doi.org/10.1145/3597503.3639144,Xiang Gao,"Beihang University, Beijing, China"
N/A,False,Investigating White-Box Attacks for On-Device Models,"Zhou, Mingyi, Gao, Xiang, Wu, Jing, Liu, Kui, Sun, Hailong, Li, Li",https://doi.org/10.1145/3597503.3639144,Jing Wu,"Monash University, Melbourne, Australia"
N/A,False,Investigating White-Box Attacks for On-Device Models,"Zhou, Mingyi, Gao, Xiang, Wu, Jing, Liu, Kui, Sun, Hailong, Li, Li",https://doi.org/10.1145/3597503.3639144,Kui Liu,"Huawei Software Engineering Application Technology Lab, Huawei, China"
N/A,False,Investigating White-Box Attacks for On-Device Models,"Zhou, Mingyi, Gao, Xiang, Wu, Jing, Liu, Kui, Sun, Hailong, Li, Li",https://doi.org/10.1145/3597503.3639144,Hailong Sun,"Beihang University, Beijing, China"
N/A,False,Investigating White-Box Attacks for On-Device Models,"Zhou, Mingyi, Gao, Xiang, Wu, Jing, Liu, Kui, Sun, Hailong, Li, Li",https://doi.org/10.1145/3597503.3639144,Li Li,"Beihang University, Beijing, China"
AA,False,Prism: Decomposing Program Semantics for Code Clone Detection through Compilation,"Li, Haoran, Wang, Siqian, Quan, Weihong, Gong, Xiaoli, Su, Huayou, Zhang, Jin",https://doi.org/10.1145/3597503.3639129,Haoran Li,"Nankai university, Tianjin, China"
AA,False,Prism: Decomposing Program Semantics for Code Clone Detection through Compilation,"Li, Haoran, Wang, Siqian, Quan, Weihong, Gong, Xiaoli, Su, Huayou, Zhang, Jin",https://doi.org/10.1145/3597503.3639129,Siqian Wang,"Nankai university, Tianjin, China"
AA,False,Prism: Decomposing Program Semantics for Code Clone Detection through Compilation,"Li, Haoran, Wang, Siqian, Quan, Weihong, Gong, Xiaoli, Su, Huayou, Zhang, Jin",https://doi.org/10.1145/3597503.3639129,Weihong Quan,"Nankai university, Tianjin, China"
AA,False,Prism: Decomposing Program Semantics for Code Clone Detection through Compilation,"Li, Haoran, Wang, Siqian, Quan, Weihong, Gong, Xiaoli, Su, Huayou, Zhang, Jin",https://doi.org/10.1145/3597503.3639129,Xiaoli Gong,"Nankai University, Tianjin, China"
AA,False,Prism: Decomposing Program Semantics for Code Clone Detection through Compilation,"Li, Haoran, Wang, Siqian, Quan, Weihong, Gong, Xiaoli, Su, Huayou, Zhang, Jin",https://doi.org/10.1145/3597503.3639129,Huayou Su,"National University of Defense Technology, Changsha, China"
AA,False,Prism: Decomposing Program Semantics for Code Clone Detection through Compilation,"Li, Haoran, Wang, Siqian, Quan, Weihong, Gong, Xiaoli, Su, Huayou, Zhang, Jin",https://doi.org/10.1145/3597503.3639129,Jin Zhang,"Nankai University, Tianjin, China"
AA,True,GrammarT5: Grammar-Integrated Pretrained Encoder-Decoder Neural Model for Code,"Zhu, Qihao, Liang, Qingyuan, Sun, Zeyu, Xiong, Yingfei, Zhang, Lu, Cheng, Shengyu",https://doi.org/10.1145/3597503.3639125,Qihao Zhu,"Peking University, Beijing, China"
AA,True,GrammarT5: Grammar-Integrated Pretrained Encoder-Decoder Neural Model for Code,"Zhu, Qihao, Liang, Qingyuan, Sun, Zeyu, Xiong, Yingfei, Zhang, Lu, Cheng, Shengyu",https://doi.org/10.1145/3597503.3639125,Qingyuan Liang,"Peking University, Beijing, China"
AA,True,GrammarT5: Grammar-Integrated Pretrained Encoder-Decoder Neural Model for Code,"Zhu, Qihao, Liang, Qingyuan, Sun, Zeyu, Xiong, Yingfei, Zhang, Lu, Cheng, Shengyu",https://doi.org/10.1145/3597503.3639125,Zeyu Sun,"Zhongguancun Laboratory, Beijing, China"
AA,True,GrammarT5: Grammar-Integrated Pretrained Encoder-Decoder Neural Model for Code,"Zhu, Qihao, Liang, Qingyuan, Sun, Zeyu, Xiong, Yingfei, Zhang, Lu, Cheng, Shengyu",https://doi.org/10.1145/3597503.3639125,Yingfei Xiong,"Peking University, Beijing, China"
AA,True,GrammarT5: Grammar-Integrated Pretrained Encoder-Decoder Neural Model for Code,"Zhu, Qihao, Liang, Qingyuan, Sun, Zeyu, Xiong, Yingfei, Zhang, Lu, Cheng, Shengyu",https://doi.org/10.1145/3597503.3639125,Lu Zhang,"Peking University, Beijing, China"
AA,True,GrammarT5: Grammar-Integrated Pretrained Encoder-Decoder Neural Model for Code,"Zhu, Qihao, Liang, Qingyuan, Sun, Zeyu, Xiong, Yingfei, Zhang, Lu, Cheng, Shengyu",https://doi.org/10.1145/3597503.3639125,Shengyu Cheng,"ZTE Corporation, Chengdu, China"
AA,True,Knowledge Graph Driven Inference Testing for Question Answering Software,"Wang, Jun, Li, Yanhui, Chen, Zhifei, Chen, Lin, Zhang, Xiaofang, Zhou, Yuming",https://doi.org/10.1145/3597503.3639109,Jun Wang,"State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China"
AA,True,Knowledge Graph Driven Inference Testing for Question Answering Software,"Wang, Jun, Li, Yanhui, Chen, Zhifei, Chen, Lin, Zhang, Xiaofang, Zhou, Yuming",https://doi.org/10.1145/3597503.3639109,Yanhui Li,"State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China"
AA,True,Knowledge Graph Driven Inference Testing for Question Answering Software,"Wang, Jun, Li, Yanhui, Chen, Zhifei, Chen, Lin, Zhang, Xiaofang, Zhou, Yuming",https://doi.org/10.1145/3597503.3639109,Zhifei Chen,"School of Computer Science and Engineering, Nanjing University of Science and Technology, Nanjing, China"
AA,True,Knowledge Graph Driven Inference Testing for Question Answering Software,"Wang, Jun, Li, Yanhui, Chen, Zhifei, Chen, Lin, Zhang, Xiaofang, Zhou, Yuming",https://doi.org/10.1145/3597503.3639109,Lin Chen,"State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China"
AA,True,Knowledge Graph Driven Inference Testing for Question Answering Software,"Wang, Jun, Li, Yanhui, Chen, Zhifei, Chen, Lin, Zhang, Xiaofang, Zhou, Yuming",https://doi.org/10.1145/3597503.3639109,Xiaofang Zhang,"School of Computer Science and Technology, Soochow University, Suzhou, China"
AA,True,Knowledge Graph Driven Inference Testing for Question Answering Software,"Wang, Jun, Li, Yanhui, Chen, Zhifei, Chen, Lin, Zhang, Xiaofang, Zhou, Yuming",https://doi.org/10.1145/3597503.3639109,Yuming Zhou,"State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China"
N/A,False,CERT: Finding Performance Issues in Database Systems Through the Lens of Cardinality Estimation,"Ba, Jinsheng, Rigger, Manuel",https://doi.org/10.1145/3597503.3639076,Jinsheng Ba,"National University of Singapore, Singapore, Singapore"
N/A,False,CERT: Finding Performance Issues in Database Systems Through the Lens of Cardinality Estimation,"Ba, Jinsheng, Rigger, Manuel",https://doi.org/10.1145/3597503.3639076,Manuel Rigger,"National University of Singapore, Singapore, Singapore"
N/A,False,Barriers for Students During Code Change Comprehension,"Middleton, Justin, Ore, John-Paul, Stolee, Kathryn T",https://doi.org/10.1145/3597503.3639227,Justin Middleton,"North Carolina State University, Raleigh, North Carolina, USA"
N/A,False,Barriers for Students During Code Change Comprehension,"Middleton, Justin, Ore, John-Paul, Stolee, Kathryn T",https://doi.org/10.1145/3597503.3639227,John-Paul Ore,"North Carolina State University, Raleigh, North Carolina, USA"
N/A,False,Barriers for Students During Code Change Comprehension,"Middleton, Justin, Ore, John-Paul, Stolee, Kathryn T",https://doi.org/10.1145/3597503.3639227,Kathryn T Stolee,"North Carolina State University, Raleigh, North Carolina, USA"
AA,True,"Out of Sight, Out of Mind: Better Automatic Vulnerability Repair by Broadening Input Ranges and Sources","Zhou, Xin, Kim, Kisub, Xu, Bowen, Han, Donggyun, Lo, David",https://doi.org/10.1145/3597503.3639222,Xin Zhou,"Singapore Management University, Singapore, Singapore"
AA,True,"Out of Sight, Out of Mind: Better Automatic Vulnerability Repair by Broadening Input Ranges and Sources","Zhou, Xin, Kim, Kisub, Xu, Bowen, Han, Donggyun, Lo, David",https://doi.org/10.1145/3597503.3639222,Kisub Kim,"Singapore Management University, Singapore, Singapore"
AA,True,"Out of Sight, Out of Mind: Better Automatic Vulnerability Repair by Broadening Input Ranges and Sources","Zhou, Xin, Kim, Kisub, Xu, Bowen, Han, Donggyun, Lo, David",https://doi.org/10.1145/3597503.3639222,Bowen Xu,"North Carolina State University, Raleigh, North Carolina, USA"
AA,True,"Out of Sight, Out of Mind: Better Automatic Vulnerability Repair by Broadening Input Ranges and Sources","Zhou, Xin, Kim, Kisub, Xu, Bowen, Han, Donggyun, Lo, David",https://doi.org/10.1145/3597503.3639222,Donggyun Han,"Royal Holloway, University of London, Surrery, United Kingdom"
AA,True,"Out of Sight, Out of Mind: Better Automatic Vulnerability Repair by Broadening Input Ranges and Sources","Zhou, Xin, Kim, Kisub, Xu, Bowen, Han, Donggyun, Lo, David",https://doi.org/10.1145/3597503.3639222,David Lo,"School of Computing and Information Systems, Singapore Management University, Singapore, Singapore"
N/A,False,Precise Sparse Abstract Execution via Cross-Domain Interaction,"Cheng, Xiao, Wang, Jiawei, Sui, Yulei",https://doi.org/10.1145/3597503.3639220,Xiao Cheng,"The University of New South Wales, Sydney, New South Wales, Australia"
N/A,False,Precise Sparse Abstract Execution via Cross-Domain Interaction,"Cheng, Xiao, Wang, Jiawei, Sui, Yulei",https://doi.org/10.1145/3597503.3639220,Jiawei Wang,"The University of New South Wales, Sydney, New South Wales, Australia"
N/A,False,Precise Sparse Abstract Execution via Cross-Domain Interaction,"Cheng, Xiao, Wang, Jiawei, Sui, Yulei",https://doi.org/10.1145/3597503.3639220,Yulei Sui,"The University of New South Wales, Sydney, New South Wales, Australia"
N/A,False,CNEPS: A Precise Approach for Examining Dependencies among Third-Party C/C++ Open-Source Components,"Na, Yoonjong, Woo, Seunghoon, Lee, Joomyeong, Lee, Heejo",https://doi.org/10.1145/3597503.3639209,Yoonjong Na,"Korea University, Seoul, Korea"
N/A,False,CNEPS: A Precise Approach for Examining Dependencies among Third-Party C/C++ Open-Source Components,"Na, Yoonjong, Woo, Seunghoon, Lee, Joomyeong, Lee, Heejo",https://doi.org/10.1145/3597503.3639209,Seunghoon Woo,"Korea University, Seoul, Korea"
N/A,False,CNEPS: A Precise Approach for Examining Dependencies among Third-Party C/C++ Open-Source Components,"Na, Yoonjong, Woo, Seunghoon, Lee, Joomyeong, Lee, Heejo",https://doi.org/10.1145/3597503.3639209,Joomyeong Lee,"Korea University, Seoul, Korea"
N/A,False,CNEPS: A Precise Approach for Examining Dependencies among Third-Party C/C++ Open-Source Components,"Na, Yoonjong, Woo, Seunghoon, Lee, Joomyeong, Lee, Heejo",https://doi.org/10.1145/3597503.3639209,Heejo Lee,"Korea University, Seoul, Korea"
N/A,False,ACAV: A Framework for Automatic Causality Analysis in Autonomous Vehicle Accident Recordings,"Sun, Huijia, Poskitt, Christopher M., Sun, Yang, Sun, Jun, Chen, Yuqi",https://doi.org/10.1145/3597503.3639175,Huijia Sun,"ShanghaiTech University, Shanghai, China"
N/A,False,ACAV: A Framework for Automatic Causality Analysis in Autonomous Vehicle Accident Recordings,"Sun, Huijia, Poskitt, Christopher M., Sun, Yang, Sun, Jun, Chen, Yuqi",https://doi.org/10.1145/3597503.3639175,Christopher M. Poskitt,"Singapore Management University, Singapore, China"
N/A,False,ACAV: A Framework for Automatic Causality Analysis in Autonomous Vehicle Accident Recordings,"Sun, Huijia, Poskitt, Christopher M., Sun, Yang, Sun, Jun, Chen, Yuqi",https://doi.org/10.1145/3597503.3639175,Yang Sun,"Singapore Management University, Singapore, China"
N/A,False,ACAV: A Framework for Automatic Causality Analysis in Autonomous Vehicle Accident Recordings,"Sun, Huijia, Poskitt, Christopher M., Sun, Yang, Sun, Jun, Chen, Yuqi",https://doi.org/10.1145/3597503.3639175,Jun Sun,"Singapore Management University, Singapore, China"
N/A,False,ACAV: A Framework for Automatic Causality Analysis in Autonomous Vehicle Accident Recordings,"Sun, Huijia, Poskitt, Christopher M., Sun, Yang, Sun, Jun, Chen, Yuqi",https://doi.org/10.1145/3597503.3639175,Yuqi Chen,"ShanghaiTech University, Shanghai, China"
N/A,False,Coca: Improving and Explaining Graph Neural Network-Based Vulnerability Detection Systems,"Cao, Sicong, Sun, Xiaobing, Wu, Xiaoxue, Lo, David, Bo, Lili, Li, Bin, Liu, Wei",https://doi.org/10.1145/3597503.3639168,Sicong Cao,"School of Information Engineering, Yangzhou University, Yangzhou, China"
N/A,False,Coca: Improving and Explaining Graph Neural Network-Based Vulnerability Detection Systems,"Cao, Sicong, Sun, Xiaobing, Wu, Xiaoxue, Lo, David, Bo, Lili, Li, Bin, Liu, Wei",https://doi.org/10.1145/3597503.3639168,Xiaobing Sun,"School of Information Engineering, Yangzhou University, Yangzhou, China"
N/A,False,Coca: Improving and Explaining Graph Neural Network-Based Vulnerability Detection Systems,"Cao, Sicong, Sun, Xiaobing, Wu, Xiaoxue, Lo, David, Bo, Lili, Li, Bin, Liu, Wei",https://doi.org/10.1145/3597503.3639168,Xiaoxue Wu,"School of Information Engineering, Yangzhou University, Yangzhou, China"
N/A,False,Coca: Improving and Explaining Graph Neural Network-Based Vulnerability Detection Systems,"Cao, Sicong, Sun, Xiaobing, Wu, Xiaoxue, Lo, David, Bo, Lili, Li, Bin, Liu, Wei",https://doi.org/10.1145/3597503.3639168,David Lo,"School of Computing and Information Systems, Singapore Management University, Singapore, China"
N/A,False,Coca: Improving and Explaining Graph Neural Network-Based Vulnerability Detection Systems,"Cao, Sicong, Sun, Xiaobing, Wu, Xiaoxue, Lo, David, Bo, Lili, Li, Bin, Liu, Wei",https://doi.org/10.1145/3597503.3639168,Lili Bo,"School of Information Engineering, Yangzhou University, Yangzhou, China"
N/A,False,Coca: Improving and Explaining Graph Neural Network-Based Vulnerability Detection Systems,"Cao, Sicong, Sun, Xiaobing, Wu, Xiaoxue, Lo, David, Bo, Lili, Li, Bin, Liu, Wei",https://doi.org/10.1145/3597503.3639168,Bin Li,"School of Information Engineering, Yangzhou University, Yangzhou, China"
N/A,False,Coca: Improving and Explaining Graph Neural Network-Based Vulnerability Detection Systems,"Cao, Sicong, Sun, Xiaobing, Wu, Xiaoxue, Lo, David, Bo, Lili, Li, Bin, Liu, Wei",https://doi.org/10.1145/3597503.3639168,Wei Liu,"School of Information Engineering, Yangzhou University, Yangzhou, China"
N/A,False,A First Look at the Inheritance-Induced Redundant Test Execution,"Kim, Dong Jae, Yang, Jinqiu, Chen, Tse-Hsun",https://doi.org/10.1145/3597503.3639166,Dong Jae Kim,"Concordia University, Montreal, Canada"
N/A,False,A First Look at the Inheritance-Induced Redundant Test Execution,"Kim, Dong Jae, Yang, Jinqiu, Chen, Tse-Hsun",https://doi.org/10.1145/3597503.3639166,Jinqiu Yang,"Concordia University, Montreal, Canada"
N/A,False,A First Look at the Inheritance-Induced Redundant Test Execution,"Kim, Dong Jae, Yang, Jinqiu, Chen, Tse-Hsun",https://doi.org/10.1145/3597503.3639166,Tse-Hsun Chen,"Concordia University, Montreal, Canada"
N/A,False,Empirical Study of the Docker Smells Impact on the Image Size,"Durieux, Thomas",https://doi.org/10.1145/3597503.3639143,Thomas Durieux,"Delft University of Technology, Delft, Netherlands"
AA,False,MalwareTotal: Multi-Faceted and Sequence-Aware Bypass Tactics against Static Malware Detection,"He, Shuai, Fu, Cai, Hu, Hong, Chen, Jiahe, Lv, Jianqiang, Jiang, Shuai",https://doi.org/10.1145/3597503.3639141,Shuai He,"School of Cyber Science and Engineering, Huazhong University of Science and Technology, Wuhan, China; Hubei Key Laboratory of Distributed System Security, Huazhong University of Science and Technology, Wuhan, China; Hubei Engineering Research Center on Big Data Security, Huazhong University of Science and Technology, Wuhan, China"
AA,False,MalwareTotal: Multi-Faceted and Sequence-Aware Bypass Tactics against Static Malware Detection,"He, Shuai, Fu, Cai, Hu, Hong, Chen, Jiahe, Lv, Jianqiang, Jiang, Shuai",https://doi.org/10.1145/3597503.3639141,Cai Fu,"School of Cyber Science and Engineering, Huazhong University of Science and Technology, Wuhan, China; Hubei Key Laboratory of Distributed System Security, Huazhong University of Science and Technology, Wuhan, China; Hubei Engineering Research Center on Big Data Security, Huazhong University of Science and Technology, Wuhan, China"
AA,False,MalwareTotal: Multi-Faceted and Sequence-Aware Bypass Tactics against Static Malware Detection,"He, Shuai, Fu, Cai, Hu, Hong, Chen, Jiahe, Lv, Jianqiang, Jiang, Shuai",https://doi.org/10.1145/3597503.3639141,Hong Hu,"Pennsylvania State University, State College, Pennsylvania, USA"
